payroll_id,emp_id,period_id,total_days,working_days,days_present,days_absent,days_leave,basic_salary,hra,da,transport_allow,other_allowances,gross_salary,pf_employee,pf_employer,esi_employee,esi_employer,professional_tax,income_tax_tds,loan_deduction,other_deductions,total_deductions,net_salary,status,payment_date,payment_ref,remarks,created_at,updated_at,emp_code,name,pan_number,email,gender,employment_type,dept_name,desig_title,grade_name,grade_code,period_name,month,year,annual_gross,annual_net,take_home_ratio_pct,effective_tds_pct,deduction_ratio_pct,hra_ratio_pct,attendance_efficiency,salary_grade,pipeline_ts,pipeline_version,data_source
71,11,24,31,27,25,1,1,130000.0,52000.0,28600.0,2500.0,0.0,213100.0,1800.0,1800.0,0.0,0.0,200.0,27888.33,0.0,0.0,29888.33,183211.67,Paid,2026-03-31,NEFT24011,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP011,Arjun Mehta,KLMAM0123M,arjun.mehta@payrollwise.in,Male,Full-Time,Information Technology,Tech Lead,Assistant Manager,G6,March 2026,3,2026,2557200.0,2198540.04,85.97,13.09,14.03,40.0,92.6,G6,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
72,12,24,31,27,26,1,0,40444.44,12133.33,6875.56,1200.0,0.0,60653.33,1800.0,1800.0,0.0,0.0,200.0,324.33,0.0,0.0,2324.33,58329.0,Paid,2026-03-31,NEFT24012,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP012,Pooja Verma,LMNPV1234N,pooja.verma@payrollwise.in,Female,Full-Time,Quality Assurance,QA Engineer,Associate,G3,March 2026,3,2026,727839.96,699948.0,96.17,0.53,3.83,30.0,96.3,G3,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
73,13,24,31,27,25,1,1,178148.15,74822.22,40974.07,3000.0,0.0,296944.44,1800.0,1800.0,0.0,0.0,200.0,53041.67,0.0,0.0,55041.67,241902.77,Paid,2026-03-31,NEFT24013,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP013,Kiran Rao,MNOKR2345O,kiran.rao@payrollwise.in,Male,Full-Time,Sales & Marketing,Sales Manager,Deputy Manager,G7,March 2026,3,2026,3563333.28,2902833.24,81.46,17.86,18.54,42.0,92.6,G7,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
74,14,24,31,27,26,1,0,59703.7,20896.3,10746.67,1500.0,0.0,92846.67,1800.0,1800.0,0.0,0.0,200.0,3243.0,0.0,0.0,5243.0,87603.67,Paid,2026-03-31,NEFT24014,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP014,Nisha Shah,NOPNS3456P,nisha.shah@payrollwise.in,Female,Full-Time,Finance & Accounts,Senior Accountant,Senior Associate,G4,March 2026,3,2026,1114160.04,1051244.04,94.35,3.49,5.65,35.0,96.3,G4,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
75,15,24,31,27,24,2,1,62962.96,22037.04,11333.33,1500.0,0.0,97833.33,1800.0,1800.0,0.0,0.0,200.0,3741.67,0.0,0.0,5741.67,92091.66,Paid,2026-03-31,NEFT24015,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP015,Rahul Desai,OPQRD4567Q,rahul.desai@payrollwise.in,Male,Full-Time,DevOps & Platform Eng,DevOps Engineer,Senior Associate,G4,March 2026,3,2026,1173999.96,1105099.92,94.13,3.82,5.87,35.0,88.9,G4,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
76,16,24,31,27,24,2,1,50925.93,17824.07,9166.67,1500.0,0.0,79416.67,1800.0,1800.0,0.0,0.0,200.0,1900.0,0.0,0.0,3900.0,75516.67,Paid,2026-03-31,NEFT24016,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP016,Swati Kulkarni,PQRSK5678R,swati.kulkarni@payrollwise.in,Female,Full-Time,Quality Assurance,Senior QA Engineer,Senior Associate,G4,March 2026,3,2026,953000.04,906200.04,95.09,2.39,4.91,35.0,88.9,G4,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
77,17,24,31,27,26,1,0,207037.04,91096.3,49688.89,3500.0,0.0,351322.23,1800.0,1800.0,0.0,0.0,200.0,69355.0,0.0,0.0,71355.0,279967.23,Paid,2026-03-31,NEFT24017,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP017,Manoj Tiwari,QRSMT6789S,manoj.tiwari@payrollwise.in,Male,Full-Time,Operations,Operations Manager,Manager,G8,March 2026,3,2026,4215866.76,3359606.76,79.69,19.74,20.31,44.0,96.3,G8,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
78,18,24,31,27,25,1,1,94370.37,35860.74,18874.07,2000.0,0.0,151105.18,1800.0,1800.0,0.0,0.0,200.0,12512.7,0.0,0.0,14512.7,136592.48,Paid,2026-03-31,NEFT24018,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP018,Anjali Bose,RSTAB7890T,anjali.bose@payrollwise.in,Female,Full-Time,Research & Development,Senior Research Scientist,Team Lead,G5,March 2026,3,2026,1813262.16,1639109.76,90.4,8.28,9.6,38.0,92.6,G5,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
79,19,24,31,27,25,1,1,70296.3,24603.7,12653.33,1500.0,0.0,109053.33,1800.0,1800.0,0.0,0.0,200.0,5316.33,0.0,0.0,7316.33,101737.0,Paid,2026-03-31,NEFT24019,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP019,Suresh Pillai,STUSP8901U,suresh.pillai@payrollwise.in,Male,Full-Time,Cyber Security,Security Analyst,Senior Associate,G4,March 2026,3,2026,1308639.96,1220844.0,93.29,4.87,6.71,35.0,92.6,G4,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
80,20,24,31,27,25,2,0,79629.63,30259.26,15925.93,2000.0,0.0,127814.82,1800.0,1800.0,0.0,0.0,200.0,8130.56,0.0,0.0,10130.56,117684.26,Paid,2026-03-31,NEFT24020,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP020,Meena Krishnan,TUVMK9012V,meena.krishnan@payrollwise.in,Female,Full-Time,Data Science & Analytics,Senior Data Scientist,Team Lead,G5,March 2026,3,2026,1533777.84,1412211.12,92.07,6.36,7.93,38.0,92.6,G5,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
81,21,24,31,27,25,1,1,26962.96,5392.59,4044.44,800.0,0.0,37199.99,1800.0,1800.0,0.0,0.0,200.0,0.0,0.0,0.0,2000.0,35199.99,Paid,2026-03-31,NEFT24021,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP021,Aakash Goel,UVWAG0123W,aakash.goel@payrollwise.in,Male,Full-Time,Information Technology,Junior Software Engineer,Junior Associate,G2,March 2026,3,2026,446399.88,422399.88,94.62,0.0,5.38,20.0,92.6,G2,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
82,22,24,31,27,24,2,1,37962.96,11388.89,6453.7,1200.0,0.0,57005.55,1800.0,1800.0,0.0,0.0,200.0,141.94,0.0,0.0,2141.94,54863.61,Paid,2026-03-31,NEFT24022,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP022,Ritu Agarwal,VWXRA1234X,ritu.agarwal@payrollwise.in,Female,Full-Time,Sales & Marketing,Senior Sales Executive,Associate,G3,March 2026,3,2026,684066.6,658363.32,96.24,0.25,3.76,30.0,88.9,G3,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
83,23,24,31,27,26,0,1,325000.0,146250.0,81250.0,30000.0,0.0,582500.0,1800.0,1800.0,0.0,0.0,200.0,138708.33,0.0,0.0,140708.33,441791.67,Paid,2026-03-31,NEFT24023,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP023,Dinesh Sharma,WXYDS2345Y,dinesh.sharma@payrollwise.in,Male,Full-Time,Finance & Accounts,CFO,C-Suite Executive,G15,March 2026,3,2026,6990000.0,5301500.04,75.84,23.81,24.16,45.0,96.3,G15,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
84,24,24,31,27,26,1,0,462222.22,208000.0,115555.56,7000.0,0.0,792777.78,1800.0,1800.0,0.0,0.0,200.0,201791.67,0.0,0.0,203791.67,588986.11,Paid,2026-03-31,NEFT24024,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP024,Lakshmi Prasad,XYZLP3456Z,lakshmi.prasad@payrollwise.in,Female,Full-Time,Information Technology,VP Engineering,Vice President,G11,March 2026,3,2026,9513333.36,7067833.32,74.29,25.45,25.71,45.0,96.3,G11,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
85,25,24,31,27,26,1,0,33703.7,10111.11,5729.63,1200.0,0.0,50744.44,1800.0,1800.0,0.0,0.0,200.0,0.0,0.0,0.0,2000.0,48744.44,Paid,2026-03-31,NEFT24025,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP025,Harish Chandra,YABHC4567A,harish.chandra@payrollwise.in,Male,Full-Time,Corporate Strategy,HR Executive,Associate,G3,March 2026,3,2026,608933.28,584933.28,96.06,0.0,3.94,30.0,96.3,G3,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
86,26,24,31,27,24,2,1,26851.85,5370.37,4027.78,800.0,0.0,37050.0,1800.0,1800.0,0.0,0.0,200.0,0.0,0.0,0.0,2000.0,35050.0,Paid,2026-03-31,NEFT24026,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP026,Preethi Nambiar,ZABPN5678B,preethi.nambiar@payrollwise.in,Female,Full-Time,Customer Support,HR Executive,Junior Associate,G2,March 2026,3,2026,444600.0,420600.0,94.6,0.0,5.4,20.0,88.9,G2,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
87,27,24,31,27,24,2,1,85185.19,32370.37,17037.04,2000.0,0.0,136592.6,1800.0,1800.0,0.0,0.0,200.0,9610.19,0.0,0.0,11610.19,124982.41,Paid,2026-03-31,NEFT24027,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP027,Gaurav Khanna,ABCGK6789C,gaurav.khanna@payrollwise.in,Male,Full-Time,DevOps & Platform Eng,Senior DevOps Engineer,Team Lead,G5,March 2026,3,2026,1639111.2,1499788.92,91.5,7.04,8.5,38.0,88.9,G5,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
88,28,24,31,27,27,0,0,27000.0,5400.0,4050.0,800.0,0.0,37250.0,1800.0,1800.0,0.0,0.0,200.0,0.0,0.0,0.0,2000.0,35250.0,Paid,2026-03-31,NEFT24028,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP028,Shweta Pandey,BCDSP7890D,shweta.pandey@payrollwise.in,Female,Full-Time,Human Resources,HR Executive,Junior Associate,G2,March 2026,3,2026,447000.0,423000.0,94.63,0.0,5.37,20.0,100.0,G2,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
89,29,24,31,27,24,2,1,81481.48,30962.96,16296.3,2000.0,0.0,130740.74,1800.0,1800.0,0.0,0.0,200.0,8569.44,0.0,0.0,10569.44,120171.3,Paid,2026-03-31,NEFT24029,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP029,Naveen Reddy,CDENR8901E,naveen.reddy@payrollwise.in,Male,Full-Time,Cyber Security,Senior Security Analyst,Team Lead,G5,March 2026,3,2026,1568888.88,1442055.6,91.92,6.55,8.08,38.0,88.9,G5,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
90,30,24,31,27,24,2,1,245370.37,110416.67,61342.59,4000.0,0.0,421129.63,1800.0,1800.0,0.0,0.0,200.0,90297.22,0.0,0.0,92297.22,328832.41,Paid,2026-03-31,NEFT24030,,2026-04-18 14:02:06,2026-04-18 14:02:06,EMP030,Divya Mohan,DEFIDM9012F,divya.mohan@payrollwise.in,Female,Full-Time,Research & Development,Principal Scientist,Senior Manager,G9,March 2026,3,2026,5053555.56,3945988.92,78.08,21.44,21.92,45.0,88.9,G9,2026-04-21T12:42:19.996233,v2.0,OLTP_payroll_db
